Region/Country/Area,,Year,Series,Value
52,Barbados,2017,Sex ratio (males per 100 females),93.3901
52,Barbados,2017,Population aged 0 to 14 years old (percentage),17.6402
52,Barbados,2017,Population aged 60+ years old (percentage),21.3624
52,Barbados,2017,Population density,665.6558
52,Barbados,2017,Surface area (thousand km2),0.431
52,Barbados,2019,Population mid-year estimates (millions),0.287
52,Barbados,2019,Population mid-year estimates for males (millions),0.1388
52,Barbados,2019,Population mid-year estimates for females (millions),0.1482
52,Barbados,2019,Sex ratio (males per 100 females),93.6609
52,Barbados,2019,Population aged 0 to 14 years old (percentage),17.0504
52,Barbados,2019,Population aged 60+ years old (percentage),22.5412
52,Barbados,2019,Population density,667.5
112,Belarus,2005,Population mid-year estimates (millions),9.5621
112,Belarus,2005,Population mid-year estimates for males (millions),4.464
112,Belarus,2005,Population mid-year estimates for females (millions),5.0981
112,Belarus,2005,Sex ratio (males per 100 females),87.5618
112,Belarus,2005,Population aged 0 to 14 years old (percentage),15.5981
112,Belarus,2005,Population aged 60+ years old (percentage),18.54
112,Belarus,2005,Population density,47.1248
112,Belarus,2010,Population mid-year estimates (millions),9.4206
112,Belarus,2010,Population mid-year estimates for males (millions),4.3797
112,Belarus,2010,Population mid-year estimates for females (millions),5.0408
112,Belarus,2010,Sex ratio (males per 100 females),86.8849
112,Belarus,2010,Population aged 0 to 14 years old (percentage),14.8957
112,Belarus,2010,Population aged 60+ years old (percentage),19.0625
112,Belarus,2010,Population density,46.4274
112,Belarus,2017,Population mid-year estimates (millions),9.4502
112,Belarus,2017,Population mid-year estimates for males (millions),4.3984
112,Belarus,2017,Population mid-year estimates for females (millions),5.0519
112,Belarus,2017,Sex ratio (males per 100 females),87.0642
112,Belarus,2017,Population aged 0 to 14 years old (percentage),16.7079
112,Belarus,2017,Population aged 60+ years old (percentage),21.3287
112,Belarus,2017,Population density,46.5735
112,Belarus,2017,Surface area (thousand km2),207.6
112,Belarus,2019,Population mid-year estimates (millions),9.4524
112,Belarus,2019,Population mid-year estimates for males (millions),4.3999
112,Belarus,2019,Population mid-year estimates for females (millions),5.0525
112,Belarus,2019,Sex ratio (males per 100 females),87.0839
112,Belarus,2019,Population aged 0 to 14 years old (percentage),17.0363
112,Belarus,2019,Population aged 60+ years old (percentage),22.185
112,Belarus,2019,Population density,46.5843
56,Belgium,2005,Population mid-year estimates (millions),10.5469
56,Belgium,2005,Population mid-year estimates for males (millions),5.1742
56,Belgium,2005,Population mid-year estimates for females (millions),5.3727
56,Belgium,2005,Sex ratio (males per 100 females),96.3069
56,Belgium,2005,Population aged 0 to 14 years old (percentage),17.1501
56,Belgium,2005,Population aged 60+ years old (percentage),22.1143
56,Belgium,2005,Population density,348.312
56,Belgium,2010,Population mid-year estimates (millions),10.9387
56,Belgium,2010,Population mid-year estimates for males (millions),5.372
56,Belgium,2010,Population mid-year estimates for females (millions),5.5668
56,Belgium,2010,Sex ratio (males per 100 females),96.5004
56,Belgium,2010,Population aged 0 to 14 years old (percentage),16.8827
56,Belgium,2010,Population aged 60+ years old (percentage),23.2156
56,Belgium,2010,Population density,361.2529
56,Belgium,2017,Population mid-year estimates (millions),11.4197
56,Belgium,2017,Population mid-year estimates for males (millions),5.631
56,Belgium,2017,Population mid-year estimates for females (millions),5.7887
56,Belgium,2017,Sex ratio (males per 100 females),97.2751
56,Belgium,2017,Population aged 0 to 14 years old (percentage),17.0365
56,Belgium,2017,Population aged 60+ years old (percentage),24.6264
56,Belgium,2017,Population density,377.1383
56,Belgium,2017,Surface area (thousand km2),30.528
56,Belgium,2019,Population mid-year estimates (millions),11.5393
56,Belgium,2019,Population mid-year estimates for males (millions),5.7115
56,Belgium,2019,Population mid-year estimates for females (millions),5.8278
56,Belgium,2019,Sex ratio (males per 100 females),98.0032
56,Belgium,2019,Population aged 0 to 14 years old (percentage),17.0582
56,Belgium,2019,Population aged 60+ years old (percentage),25.2634
56,Belgium,2019,Population density,381.0875
84,Belize,2005,Population mid-year estimates (millions),0.2838
84,Belize,2005,Population mid-year estimates for males (millions),0.1427
84,Belize,2005,Population mid-year estimates for females (millions),0.1411
84,Belize,2005,Sex ratio (males per 100 females),101.0812
84,Belize,2005,Population aged 0 to 14 years old (percentage),38.9024
84,Belize,2005,Population aged 60+ years old (percentage),4.8467
84,Belize,2005,Population density,12.4419
84,Belize,2010,Population mid-year estimates (millions),0.3225
84,Belize,2010,Population mid-year estimates for males (millions),0.1613
84,Belize,2010,Population mid-year estimates for females (millions),0.1611
84,Belize,2010,Sex ratio (males per 100 females),100.1185
84,Belize,2010,Population aged 0 to 14 years old (percentage),35.6127
84,Belize,2010,Population aged 60+ years old (percentage),5.956
84,Belize,2010,Population density,14.137
84,Belize,2017,Population mid-year estimates (millions),0.3758
84,Belize,2017,Population mid-year estimates for males (millions),0.1873
84,Belize,2017,Population mid-year estimates for females (millions),0.1885
84,Belize,2017,Sex ratio (males per 100 females),99.3723
84,Belize,2017,Population aged 0 to 14 years old (percentage),30.9036
84,Belize,2017,Population aged 60+ years old (percentage),6.9745
84,Belize,2017,Population density,16.4739
84,Belize,2017,Surface area (thousand km2),22.966
84,Belize,2019,Population mid-year estimates (millions),0.3904
84,Belize,2019,Population mid-year estimates for males (millions),0.1943
84,Belize,2019,Population mid-year estimates for females (millions),0.1961
84,Belize,2019,Sex ratio (males per 100 females),99.0876
84,Belize,2019,Population aged 0 to 14 years old (percentage),29.7044
84,Belize,2019,Population aged 60+ years old (percentage),7.3987
84,Belize,2019,Population density,17.1132
204,Benin,2005,Population mid-year estimates (millions),7.9822
204,Benin,2005,Population mid-year estimates for males (millions),3.9554
204,Benin,2005,Population mid-year estimates for females (millions),4.0268
204,Benin,2005,Sex ratio (males per 100 females),98.2264
204,Benin,2005,Population aged 0 to 14 years old (percentage),44.4385
204,Benin,2005,Population aged 60+ years old (percentage),4.9669
204,Benin,2005,Population density,70.7895
204,Benin,2010,Population mid-year estimates (millions),9.1993
204,Benin,2010,Population mid-year estimates for males (millions),4.5688
204,Benin,2010,Population mid-year estimates for females (millions),4.6304
204,Benin,2010,Sex ratio (males per 100 females),98.67
204,Benin,2010,Population aged 0 to 14 years old (percentage),43.846
204,Benin,2010,Population aged 60+ years old (percentage),4.9187
204,Benin,2010,Population density,81.5826
204,Benin,2017,Population mid-year estimates (millions),11.1752
204,Benin,2017,Population mid-year estimates for males (millions),5.5743
204,Benin,2017,Population mid-year estimates for females (millions),5.6009
204,Benin,2017,Sex ratio (males per 100 females),99.5251
204,Benin,2017,Population aged 0 to 14 years old (percentage),42.6686
204,Benin,2017,Population aged 60+ years old (percentage),4.9885
204,Benin,2017,Population density,99.106
204,Benin,2017,Surface area (thousand km2),114.763
204,Benin,2019,Population mid-year estimates (millions),11.8012
204,Benin,2019,Population mid-year estimates for males (millions),5.8913
204,Benin,2019,Population mid-year estimates for females (millions),5.9099
204,Benin,2019,Sex ratio (males per 100 females),99.6846
204,Benin,2019,Population aged 0 to 14 years old (percentage),42.2055
204,Benin,2019,Population aged 60+ years old (percentage),5.0438
204,Benin,2019,Population density,104.6572
60,Bermuda,2005,Population mid-year estimates (millions),0.0651
60,Bermuda,2005,Sex ratio (males per 100 females),91.7851
60,Bermuda,2005,Population aged 0 to 14 years old (percentage),18.3606
60,Bermuda,2005,Population aged 60+ years old (percentage),16.432
60,Bermuda,2005,Population density,1302.6
60,Bermuda,2010,Population mid-year estimates (millions),0.064
60,Bermuda,2010,Sex ratio (males per 100 females),92.3658
60,Bermuda,2010,Population aged 0 to 14 years old (percentage),17.4398
60,Bermuda,2010,Population aged 60+ years old (percentage),18.7216
60,Bermuda,2010,Population density,1279.12
60,Bermuda,2017,Population mid-year estimates (millions),0.0613
60,Bermuda,2017,Sex ratio (males per 100 females),91.4191
60,Bermuda,2017,Population aged 0 to 14 years old (percentage),14.7605
60,Bermuda,2017,Population aged 60+ years old (percentage),24.923
60,Bermuda,2017,Population density,1226.98
60,Bermuda,2017,Surface area (thousand km2),0.053
60,Bermuda,2019,Population mid-year estimates (millions),0.0625
60,Bermuda,2019,Population density,1250.12
64,Bhutan,2005,Population mid-year estimates (millions),0.6487
64,Bhutan,2005,Population mid-year estimates for males (millions),0.3402
64,Bhutan,2005,Population mid-year estimates for females (millions),0.3086
64,Bhutan,2005,Sex ratio (males per 100 females),110.2339
64,Bhutan,2005,Population aged 0 to 14 years old (percentage),35.0808
64,Bhutan,2005,Population aged 60+ years old (percentage),6.7788
64,Bhutan,2005,Population density,17.0197
64,Bhutan,2010,Population mid-year estimates (millions),0.6855
64,Bhutan,2010,Population mid-year estimates for males (millions),0.3601
64,Bhutan,2010,Population mid-year estimates for females (millions),0.3254
64,Bhutan,2010,Sex ratio (males per 100 females),110.6521
64,Bhutan,2010,Population aged 0 to 14 years old (percentage),31.1726
64,Bhutan,2010,Population aged 60+ years old (percentage),7.5321
64,Bhutan,2010,Population density,17.9842
64,Bhutan,2017,Population mid-year estimates (millions),0.7456
64,Bhutan,2017,Population mid-year estimates for males (millions),0.3945
64,Bhutan,2017,Population mid-year estimates for females (millions),0.3511
64,Bhutan,2017,Sex ratio (males per 100 females),112.3724
64,Bhutan,2017,Population aged 0 to 14 years old (percentage),26.2194
64,Bhutan,2017,Population aged 60+ years old (percentage),8.4354
64,Bhutan,2017,Population density,19.5599
64,Bhutan,2017,Surface area (thousand km2),38.394
64,Bhutan,2019,Population mid-year estimates (millions),0.7631
64,Bhutan,2019,Population mid-year estimates for males (millions),0.405
64,Bhutan,2019,Population mid-year estimates for females (millions),0.3581
64,Bhutan,2019,Sex ratio (males per 100 females),113.1178
64,Bhutan,2019,Population aged 0 to 14 years old (percentage),25.3402
64,Bhutan,2019,Population aged 60+ years old (percentage),8.7877
64,Bhutan,2019,Population density,20.0197
68,Bolivia (Plurin. State of),2005,Population mid-year estimates (millions),9.2323
68,Bolivia (Plurin. State of),2005,Population mid-year estimates for males (millions),4.6475
68,Bolivia (Plurin. State of),2005,Population mid-year estimates for females (millions),4.5848
68,Bolivia (Plurin. State of),2005,Sex ratio (males per 100 females),101.3686
68,Bolivia (Plurin. State of),2005,Population aged 0 to 14 years old (percentage),36.3266
68,Bolivia (Plurin. State of),2005,Population aged 60+ years old (percentage),8.1392
68,Bolivia (Plurin. State of),2005,Population density,8.5224
68,Bolivia (Plurin. State of),2010,Population mid-year estimates (millions),10.0486
68,Bolivia (Plurin. State of),2010,Population mid-year estimates for males (millions),5.0561
68,Bolivia (Plurin. State of),2010,Population mid-year estimates for females (millions),4.9925
68,Bolivia (Plurin. State of),2010,Sex ratio (males per 100 females),101.2744
68,Bolivia (Plurin. State of),2010,Population aged 0 to 14 years old (percentage),34.4895
68,Bolivia (Plurin. State of),2010,Population aged 60+ years old (percentage),8.7869
68,Bolivia (Plurin. State of),2010,Population density,9.2759
68,Bolivia (Plurin. State of),2017,Population mid-year estimates (millions),11.1929
68,Bolivia (Plurin. State of),2017,Population mid-year estimates for males (millions),5.6225
68,Bolivia (Plurin. State of),2017,Population mid-year estimates for females (millions),5.5704
68,Bolivia (Plurin. State of),2017,Sex ratio (males per 100 females),100.9357
68,Bolivia (Plurin. State of),2017,Population aged 0 to 14 years old (percentage),31.5346
68,Bolivia (Plurin. State of),2017,Population aged 60+ years old (percentage),9.841
68,Bolivia (Plurin. State of),2017,Population density,10.3322
68,Bolivia (Plurin. State of),2017,Surface area (thousand km2),1098.581
68,Bolivia (Plurin. State of),2019,Population mid-year estimates (millions),11.5131
68,Bolivia (Plurin. State of),2019,Population mid-year estimates for males (millions),5.7796
68,Bolivia (Plurin. State of),2019,Population mid-year estimates for females (millions),5.7335
68,Bolivia (Plurin. State of),2019,Sex ratio (males per 100 females),100.8044
68,Bolivia (Plurin. State of),2019,Population aged 0 to 14 years old (percentage),30.6253
